Title,"Identifier - fales_io_print000001, bobst_io_print000002 or similar (don't duplicate numbers)",Handle,TypeOfResource,Creator,Contributor,Subject,Tags,Genre,Date,Date Type,Publisher,Publisher Location,Language,Geographic Location,Description
Mistero,fales_io_card000530,http://hdl.handle.net/2333.1/q83bk6gh,still image,"Bellinni, A.",,Italy--Colonies--Africa,African men,Postcards,,,Alfieri & LaCroix,"Milan, Italy",ita,,"Portrait of an African man. Title translates as ""mystery."""
Ekid,fales_io_card000531,http://hdl.handle.net/2333.1/kh1895xx,still image,"Bellinni, A.",,Italy--Colonies--Africa,African men,Postcards,,,Alfieri & LaCroix,"Milan, Italy",ita,,Portrait of an African man.
Perche,fales_io_card000532,http://hdl.handle.net/2333.1/fqz615dq,still image,"Bellinni, A.",,Italy--Colonies--Africa,African men,Postcards,,,Alfieri & LaCroix,"Milan, Italy",ita,,Portrait of an African child.
Un Abgal,fales_io_card000533,http://hdl.handle.net/2333.1/9zw3r4xg,still image,,,Italy--Colonies--Africa,African women|Somalian|Abgal,Postcards,,,Fotocelere,"Turin, Italy",ita,,Photo of a Somalian (Abgal) woman.
Afgoi,fales_io_card000534,http://hdl.handle.net/2333.1/69p8d236,still image,,,Italy--Colonies--Africa,"Afgooye, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Afgooye, Somalia","Aerial photo of Afgooye, Somalia."
Merca,fales_io_card000535,http://hdl.handle.net/2333.1/2jm641m3,still image,,,Italy--Colonies--Africa,"Merca, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Merca, Somalia","Aerial photo of Merca, Somalia."
Saline di Dante,fales_io_card000536,http://hdl.handle.net/2333.1/xsj3v181,still image,,,Italy--Colonies--Africa,"Saline di Dante, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Saline di Dante, Somalia","Aerial photo of Saline di Dante, Somalia."
Chisimaio,fales_io_card000537,http://hdl.handle.net/2333.1/t1g1k0qg,still image,,,Italy--Colonies--Africa,"Kismayo, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Kamayo, Somalia","Aerial photo of Kismayo, Somalia."
Mogadiscio,fales_io_card000538,http://hdl.handle.net/2333.1/p8cz9050,still image,,,Italy--Colonies--Africa,"Mogadishu, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Mogadishu, Somalia","Aerial photo of Mogadishu, Somalia."
Albergo Croce del Sud,fales_io_card000539,http://hdl.handle.net/2333.1/jh9w0zng,still image,,,Italy--Colonies--Africa,"Albergo Croce del Sud|Mogadishu, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Mogadishu, Somalia","Aerial photo of the hotel, Croce del Sud, in Mogadishu, Somalia."
Afgoi,fales_io_card000540,http://hdl.handle.net/2333.1/dr7sqz6p,still image,,,Italy--Colonies--Africa,"Afgooye, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Afgooye, Somalia","Aerial photo of Afgooye, Somalia."
Monumento ai Caduti,fales_io_card000541,http://hdl.handle.net/2333.1/931zcvc6,still image,,,Italy--Colonies--Africa,"Monumento ai Caduti|Mogadsihu, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Mogadishu, Somalia","Aerial photo of the Monumento ai Caduti in Mogadishu, Somalia."
Belet - Uen,fales_io_card000542,http://hdl.handle.net/2333.1/59zw3tx8,still image,,,Italy--Colonies--Africa,"Beledweyne, Somalia",Postcards,,,Fotocelere,"Turin, Italy",ita,"Beledweyne, Somalia","Aerial photo of Beledweyne, Somalia."
Un tukul,fales_io_card000543,http://hdl.handle.net/2333.1/1jwsttd0,still image,,,Italy--Colonies--Africa,tukul|Somalia,Postcards,,,Fotocelere,"Turin, Italy",ita,Somalia,Photo of a tukul (lounge) in Somalia.
Untitled,fales_io_card000544,http://hdl.handle.net/2333.1/wstqjt0k,still image,,,"
Italy--Colonies--Africa",Italian military|family,Postcards,,,Mario Crimella,"Milan, Italy",ita,,Photo of a young mother reading a letter to a child.
Untitled,fales_io_card000545,http://hdl.handle.net/2333.1/s1rn8sf1,still image,,,"
Italy--Colonies--Africa",Italian military|children,Postcards,,,Mario Crimella,"Milan, Italy",ita,,"Young Italian boy, with rifle, stands atop a tank."
Qui ce papa,fales_io_card000546,http://hdl.handle.net/2333.1/n8pk0rxp,still image,,,"
Italy--Colonies--Africa",Italian military|family,Postcards,,,,,ita,,"Young Italian girl, talking to her dolls, points to a map of East Africa showing where her father is stationed."
Untitled,fales_io_card000547,http://hdl.handle.net/2333.1/hhmgqrfn,still image,"Tafuri, Pittore",,"Italo-Ethiopian War, 1935-1936",Italian military|Askaro,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Three  armed Askari charge into battle.
Untitled,fales_io_card000548,http://hdl.handle.net/2333.1/cvdncnnc,still image,"Tafuri, Pittore",,Italy--Colonies--Africa,Italian military|Askaro,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Three Askari cavalrymen on camels.
Ritorno Dalle Manovre,fales_io_card000549,http://hdl.handle.net/2333.1/83bk3n5h,still image,"Pisani, Vitorio",,Italy--Colonies--Africa,Italian military,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Two Italian soldiers returning from maneuvers.
Untitled,fales_io_card000550,http://hdl.handle.net/2333.1/4b8gtmn1,still image,,,Italy--Colonies--Africa,"Italian military(40th Infantry Regiment, Blogna)",Postcards,,,V.E Boeri,"Rome, Italy",ita,,Flag of the 40th Infantry Regiment.
1st Gruppe Squadron Cavalleria Coloniale,fales_io_card000551,http://hdl.handle.net/2333.1/0k6djm3n,still image,"Tafuri, Pittore",,"Italy--Colonies--Africa\Italo-Ethiopian War, 1935-1936",Italian military (!st Squadron Cavalry Group Colonial)|Askari,Postcards,,,V.E Boeri,"Rome, Italy",ita,,Askari cavalrymen going into battle.
Nei secoli fedele,fales_io_card000552,http://hdl.handle.net/2333.1/vt4b8krh,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,,,ita,,Military insignia.
A cura dell'ufficio propaganda del P.N.F.,fales_io_card000553,http://hdl.handle.net/2333.1/r2280k7d,still image,,,Italy--Colonies--Africa,|National Fascist Party (Italy),Postcards,,,ACTA,"Milan, Italy",ita,,Plaque listing precepts of the National Fascist Party of Italy.
Untitled,fales_io_card000554,http://hdl.handle.net/2333.1/m905qjr5,still image,"D'ercoli, Manlio",,"Italy--Colonies--Africa\Italo-Ethiopian War, 1935-1936","Italian colonialism|Italian military (6th Group)|Toselli, Pietro",Postcards,,,V.E Boeri,"Rome, Italy",ita,,"Honors Pietro Toselli, who was killed in battle. Includes postmark, postage stamp, address, and writing."
Untitled,fales_io_card000555,http://hdl.handle.net/2333.1/gmsbcfwb,still image,,,Italy--Colonies--Africa,Italian colonialism,Postcards,,,Soc. An. Mondo Geografico,"Milan, Italy",ita,,"Map of Africa and surrounds, with photos of Port Said, Cairo, and the Pyramids. Includes stamp, address, and writing."
Liberator,fales_io_card000556,http://hdl.handle.net/2333.1/bvq83ffp,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans|Italian Social Republic,Postcards,,,,,ita,,Stereotyped image of an African American pilot destroying Italian cities from the air. Reproduction of a poster from the Italian Social Republic.
Untitled,fales_io_card000557,http://hdl.handle.net/2333.1/73n5tdx7,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans|Italian Social Republic,Postcards,,,,,ita,,Stereotyped image of an African American soldier destroying a church as Christ falls from his crucifix. Reproduction of a poster from the Italian Social Republic.
Untitled,fales_io_card000558,http://hdl.handle.net/2333.1/3bk3jdbm,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans|Italian Social Republic,Postcards,,,,,ita,,Stereotyped image of an African American soldier looting the cultural artifacts of Rome. Reproduction of a poster from the Italian Social Republic.
"Difendila! potrebbe essere tua madre tua moglie, tua sorella, tua figlia",fales_io_card000559,http://hdl.handle.net/2333.1/zkh18d0p,still image,"Boccasile, Gino",,Racism--Italy--20th century,Racial stereotypes|African Americans|Italian Social Republic,Postcards,,,,,ita,,"Stereotyped image of an African American soldier attacking an Italian woman. Reproduction of a poster from the Italian Social Republic. Title translates as: ""Defend it! Could be your mother, your wife, your sister, your daughter."""
Non prevarranno,fales_io_card000560,http://hdl.handle.net/2333.1/ttdz0chg,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans|Italian Social Republic,Postcards,,,,,ita,,"Stereotyped image of African American soldiers beneath a Roman statue. Reproduction of a poster from the Italian Social Republic. Title translates: ""They shall not prevail."""
Polizia angloamericanas nelle strade di roma,fales_io_card000561,http://hdl.handle.net/2333.1/q2bvqc1g,still image,"Cossola, Alberto",,Racism--Italy--20th century,Racial stereotypes|African Americans,Postcards,,,,,ita,,"African American and white American soldiers in Rome. Title translates: ""Angloamerican police in the streets of Rome."""
Fratricidio,fales_io_card000562,http://hdl.handle.net/2333.1/kd51c85t,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans,Postcards,,,,,ita,,Stereotyped image of two African American soldiers laughing as an Italian soldier fights. Reproduction of a poster from the Italian Social Republic.
Untitled,fales_io_card000563,http://hdl.handle.net/2333.1/fn2z37pm,still image,,,Racism--Italy--20th century,Racial stereotypes|African Americans,Postcards,,,,,ita,,"Stereotyped image of an African American soldier kicking an Italian soldier, while a bear (with a red-starred cap) looks on."
All'attacco della Moschea di Bu-Said,fales_io_card000564,http://hdl.handle.net/2333.1/9w0vt75b,still image,,,"Turco-Italian War, 1911-1912|Moschea di Bu-Said",Italian military,Postcards,,,,,ita,"Bu Said, Tunisia","Italian soldiers attacking the mosque in Bu-Said. Postmarks, address, and writing on back."
Guerra ItaliTurca: Pattuglia di punta,fales_io_card000565,http://hdl.handle.net/2333.1/63xsj6mq,still image,,,"Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,"Italian soldiers taking a break from patrolling. Postage stamp, postmark, address, and writing on back."
Tripolitania e cirencica  italiane,fales_io_card000566,http://hdl.handle.net/2333.1/2bvq863k,still image,,,"Turco-Italian War, 1911-1912","Italian military|Tripoli, Libya|Cirenaica, Libya",Postcards,,,,,ita,"Tripoli, Libya|Cirenaica, Libya",Greeting card from Libya.
Lo Sbarco a Tripoli,fales_io_card000567,http://hdl.handle.net/2333.1/xksn05sp,still image,,,"Turco-Italian War, 1911-1912","Italian military|Tripoli, Libya",Postcards,,,,,ita,"Tripoli, Libya","Italian soldiers disembarking from a ship in Tripoli, Libya."
 Alla battaglia di Ain-Zara,fales_io_card000568,http://hdl.handle.net/2333.1/stqjq59n,still image,,,"Turco-Italian War, 1911-1912","Ain-Zara, Libya|Italian military",Postcards,,,,,ita,"Ain-Zara, Libya","Italian soldiers at the Battle of Ain-Zara. Postmarks, address, and writing on back."
A Tripoli ci siamo e ci resteremo!,fales_io_card000569,http://hdl.handle.net/2333.1/p5hqc2g5,still image,,,"Turco-Italian War, 1911-1912","Tripoli, Libya|Italian military",Postcards,,,,,ita,"Tripoli, Libya","Italian soldiers raising the flag in Tripoli. Title translates: ""In Tripoli, and we will stay there!"" Postage stamp, postmark, address, and writing on back."
"L'impeto irresistable del Bersaglieri ""alla batontta""",fales_io_card000570,http://hdl.handle.net/2333.1/jdfn3208,still image,,,"Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Italian sharpshooters launch a bayonet attack. Writing on back.
Saluti dall Africa Orientale,fales_io_card000571,http://hdl.handle.net/2333.1/dncjt1fj,still image,,,"Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Greeting card from Libya.
Il capitano Verri al grido avanti Garibaldi del mare!... conduce all attacco.,fales_io_card000572,http://hdl.handle.net/2333.1/8w9gj0wz,still image,,,"Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,"Captain Verri leads an attack. Postage stamp, postmark, address, and writing on back."
Un posto di medicazione barbaramente assalito nella battaglia di Henni,fales_io_card000573,http://hdl.handle.net/2333.1/547d80cv,still image,,,"Turco-Italian War, 1911-1912",Italian military|Battle of Henni,Postcards,,,,,ita,"Henni, Libya",Libyans attacking an Italian military first aid station during the Battle of Henni.
Bombardamento di Bengasi,fales_io_card000574,http://hdl.handle.net/2333.1/1c59zzwf,still image,,,"Turco-Italian War, 1911-1912","Italian military|Bangazi, Libya",Postcards,,,,,ita,"Bengazi, Libya","Italian ship bombing Bengazi. Postmark, address, and writing on back."
Saluto Bandiera,fales_io_card000575,http://hdl.handle.net/2333.1/wpzgmw78,still image,,,Italy--Colonies--Africa,Italian colonialism|children,Postcards,,,U.D. di A.C.,"Rome, Italy",ita,,Four African children giving the fascist salute to a young  Italian woman.
Il rancio Italiano,fales_io_card000576,http://hdl.handle.net/2333.1/rxwdbvr5,still image,,,Italy--Colonies--Africa,Italian colonialism|children,Postcards,,,,,ita,,"Two Italian children in uniform serve ""rations"" to three African children."
Askari eritrei all'assalto,fales_io_card000577,http://hdl.handle.net/2333.1/n5tb2v89,still image,"Dazzi, Romano",,Italy--Colonies--Africa,Italian military| Askari (Eritrean),Postcards,,,Edizioni d'Arte Fauno,"Rome, Italy",ita,Libya,Eritrean Askari in an assault.
Askari eritrei all'assalto,fales_io_card000578,http://hdl.handle.net/2333.1/hdr7strt,still image,"Dazzi, Romano",,Italy--Colonies--Africa,Italian military| Askari (Eritrean),Postcards,,,Edizioni d'Arte Fauno,"Rome, Italy",ita,Libya,Eritrean Askari in an assault.
Il campagno ferito,fales_io_card000579,http://hdl.handle.net/2333.1/cnp5ht6f,still image,"Dazzi, Romano",,Italy--Colonies--Africa,Italian military| Askari (Eritrean),Postcards,,,Edizioni d'Arte Fauno,"Rome, Italy",ita,Libya,Eritrean Askari carry a wounded soldier on a strecher.
Prenda la mira!,fales_io_card000580,http://hdl.handle.net/2333.1/7wm37sp3,still image,,,Italy--Colonies--Africa,Italian military|children|tanks,Postcards,,,,,ita,,Italian children dressed as soldiers with a tank.
Lo sforzo di John Bull a nulla vale...,fales_io_card000581,http://hdl.handle.net/2333.1/44j0zs63,still image,,,Italy--Colonies--Africa,Italian military|children,Postcards,,,,,ita,,Italian child dressed as a soldier.
Col mio carro armato viene sfondata...,fales_io_card000582,http://hdl.handle.net/2333.1/0gb5mpbb,still image,,,Italy--Colonies--Africa,Italian military|children,Postcards,,,,,ita,,"Italian child dressed as a soldier, with a tank in the background."
Por la mia Patria bella.,fales_io_card000583,http://hdl.handle.net/2333.1/vq83bp1n,still image,,,Italy--Colonies--Africa,Italian military|children,Postcards,,,,,ita,,"Italian child with a military helmet. Title translates: ""For my beautiful homeland."""
Untitled,fales_io_card000584,http://hdl.handle.net/2333.1/qz612njj,still image,"Bertiglia, Aurelio",,Italy--Colonies--Africa,Italian military|children,Postcards,,,NMM,"Milan, Italy",ita,,Italian children in miltary uniforms chase African children in military uniforms.
Untitled,fales_io_card000585,http://hdl.handle.net/2333.1/m63xsn16,still image,"Bertiglia, Aurelio",,Italy--Colonies--Africa,Italian military|children,Postcards,,,NMM,"Milan, Italy",ita,,Italian children in military uniforms serving food to African children. Includes postage stamp.
Untitled,fales_io_card000586,http://hdl.handle.net/2333.1/gf1vhmgm,still image,"Bertiglia, Aurelio",,Italy--Colonies--Africa,Italian military|children,Postcards,,,NMM,"Milan, Italy",ita,,"Italian children in military uniforms singing, with one African girl in the choir."
Untitled,fales_io_card000587,http://hdl.handle.net/2333.1/bnzs7kz6,still image,"Bertiglia, Aurelio",,,Italian military|children,Postcards,,,NMM,"Milan, Italy",ita,,"Italian, German and Japanese children in miltary uniforms on their way to London,  step on British children in military uniforms."
Untitled,fales_io_card000588,http://hdl.handle.net/2333.1/6wwpzkg5,still image,"Bertiglia, Aurelio",,Italy--Colonies--Africa,Italian military|children,Postcards,,,NMM,"Milan, Italy",ita,,Italian girl leads African children in giving the fascist salute.
"""Ziki-paki ziki-pu""",fales_io_card000589,http://hdl.handle.net/2333.1/37pvmgmf,still image,"Bertiglia, Aurelio",,Italy--Colonies--Africa,Italian military|children,Postcards,,,CCM,"Milan, Italy",ita,,Italian chlld in a military uniform leads a North African child by the hand. Title and lyrics are from a popular Italian song.
A typical Ethiopian,fales_io_card000590,http://hdl.handle.net/2333.1/zgmsbg9r,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African women|Ethiopian women,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian woman.
A typical Ethiopian,fales_io_card000591,http://hdl.handle.net/2333.1/tqjq2fsd,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African men|Ethiopian men,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian man.
A typical Ethiopian,fales_io_card000592,http://hdl.handle.net/2333.1/pzgmsf84,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African women|Ethiopian women,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian woman.
A typical Ethiopian,fales_io_card000593,http://hdl.handle.net/2333.1/k6djhdqk,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African men|Ethiopian men,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian man.
A typical Ethiopian,fales_io_card000594,http://hdl.handle.net/2333.1/ffbg7d6f,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African men|Ethiopian men,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian man.
A typical Ethiopian,fales_io_card000595,http://hdl.handle.net/2333.1/9p8czcq6,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African men|Ethiopian men,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian man.
A typical Ethiopian,fales_io_card000596,http://hdl.handle.net/2333.1/612jm8xz,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African women|Ethiopian women,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian woman.
A typical Ethiopian,fales_io_card000597,http://hdl.handle.net/2333.1/280gb8f2,still image,"Scabbia, Aldo",,Italy--Colonies--Africa,African women|Ethiopian women,Postcards,,,Il Poligrafico,"Asmara, Eritrea",ita,,Portrait of an Ethiopian woman.
Untitled,fales_io_card000598,http://hdl.handle.net/2333.1/xgxd2832,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Honors Italian soldiers who died during the Turco-Italian War.
Le truppe di homs dopo accanito combattimento occupano,fales_io_card000599,http://hdl.handle.net/2333.1/sqv9s7jb,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Italian troops fighting during a battle in Homs during the Turco-Italian War.
Il vessillo Italiano svenfola su Tripoli,fales_io_card000600,http://hdl.handle.net/2333.1/nzs7h70z,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912","Italian military|Tripoli, Libya",Postcards,,,,,ita,"Tripoli, Libya",Italian soldiers raise the flag over Tripoli.
Sciara-Sciat. bersaglieri circondato dagli arabi traditori si difende eroicamente,fales_io_card000601,http://hdl.handle.net/2333.1/j6q576gn,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Italian sharpshooters attacked by Lybians. Two postmarks. 
Monumento agli Eroi caduti per la grandezza della Patria,fales_io_card000602,http://hdl.handle.net/2333.1/dfn2z60m,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,"Honors fallen Italian soldiers. Address, writing, postage stamp and postmark."
Una carovana che trasporta viveri alle trinceee,fales_io_card000603,http://hdl.handle.net/2333.1/8sf7m36b,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military,Postcards,,,,,ita,,Convoy of Italian soldiers and African workers carry supplies to the front.
Battaglia delle Due Palme ,fales_io_card000604,http://hdl.handle.net/2333.1/51c5b2q8,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912","Italian military|Battle of the Two Palms|Bengazi, Libya",Postcards,,,,,ita,"Bengazi, Libya",Italian soldiers fighting Libyans at the Battle of the Two Palms.
Conquista di Ain Zara. La morte eroica del Colennello Pastorelli,fales_io_card000605,http://hdl.handle.net/2333.1/18932264,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912","Italian military|Ain Zara, Libya|Battle of Ain Zara|Pastorelli, Colonel|Caneva, General",Postcards,,,,,ita,"Ain Zara, Libya","Battle scene at Ain Zara, illustrating the death of Colonel Pastorelli. An inset of General Caneva. Address, writing, and postage stamp."
Untitled,fales_io_card000606,http://hdl.handle.net/2333.1/wh70s1tm,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military (56th Infantry regiment),Postcards,,,,,ita,,"Honors the 56th infantry regiment. Address, post mark and postage stamp."
Untitled,fales_io_card000607,http://hdl.handle.net/2333.1/rr4xh184,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Italian military (5th Artillery Regiment),Postcards,,,L. Simondetti,"Rome, Italy",ita,,Honors the 5th artillery regiment.
39th Reggimento Fanteria,fales_io_card000608,http://hdl.handle.net/2333.1/n02v70rt,still image,,,Italy--Colonies--Africa,Italian military (39th Infantry Regiment),Postcards,,,Unione Zincografi,"Milan, Otaly",ita,,Honors the 39th infantry regiment. Includes address and postage stamp.
94th Reggimento Fanteria (Brigata Messina),fales_io_card000609,http://hdl.handle.net/2333.1/h70rz08s,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1895-1896 ",Italian military (94th infantry regiment),Postcards,,,,,ita,,"Honors the 94th infantry regiment. Includes  address, postage stamp, and post mark."
30 Maggio 1904,fales_io_card000610,http://hdl.handle.net/2333.1/cjsxkwf1,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1895-1896 ",Italian military (22nd regiment),Postcards,,,,,ita,,Honors the fallen soldiers of the 22nd regiment in the first Italo-Ethiopian War.
Untitled,fales_io_card000611,http://hdl.handle.net/2333.1/7sqv9vzx,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1895-1896 ",Italian military (43rd infantry regiment),Postcards,,,,,ita,,Honors fallen soldiers of the 43rd infantry regiment in the first Italo-Ethiopian War.
Il soldato Perrier della brigata Davola salva la vita al suo Ufficiale,fales_io_card000612,http://hdl.handle.net/2333.1/41ns1vft,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1895-1896 ",Italian military (2nd infantry regiment),Postcards,,,,,ita,,Soldier saves the life of his officer.
Corpo Contabile Militaire,fales_io_card000613,http://hdl.handle.net/2333.1/08kprtw3,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1935-1936",Italian military|medals,Postcards,,,,,ita,,Honors medals of valor recipiets during the Italo-Ethiopian War.
Due secoli di gloria,fales_io_card000614,http://hdl.handle.net/2333.1/vhhmgtj5,still image,,,"Italy--Colonies--Africa\Italo-Ethiopian War, 1895-1896 ",Italian military,Postcards,,,E. Bernardi,"Milan, Italy",ita,,Honors two hundred years of the Italian military.
93rd Reggiomento Fantaria,fales_io_card000615,http://hdl.handle.net/2333.1/qrfj6t11,still image,,,,Italian military (93rd infantry regiment),Postcards,,,,"Rome, Italy",ita,,Honors the 93rd infantry regiment.
Genio Militare Dell'Eritrea,fales_io_card000616,http://hdl.handle.net/2333.1/m0cfxsk2,still image,,,,Italian military (Eritrean Army Corps of Engineers),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the Eritrean Army Corps of Engineers.
VBI Nos Gloria,fales_io_card000617,http://hdl.handle.net/2333.1/gb5mkpq9,still image,,,Italy--Colonies--Africa\ Libya,Italian military (6th Libyan Battalion)/Askari (Libyan),Postcards,,,V.E. Boeri,"Rome, Italy",ita,Libya,Honors the 6th Libyan Battalion of libyan Askari.
12th Battaglione Eritreo,fales_io_card000618,http://hdl.handle.net/2333.1/bk3j9p7d,still image,,,,Italian military/Askari (Eritrean),Postcards,,,,,ita,,"Honors the 12th Eritrean Battalion. Includes potmark, stamp, and address."
51st Reggimento Fanteria,fales_io_card000619,http://hdl.handle.net/2333.1/6t1g1nq2,still image,,,Italy--Colonies--Africa,Italian military (51st infantry regiment),Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 51st Infantry Reiment.
4t Reggimento Artigliera-Costa Messina,fales_io_card000620,http://hdl.handle.net/2333.1/31zcrn5h,still image,,,Italy--Colonies--Africa,Italian military (4th artillery regiment),Postcards,,,Li. Doyen,"Torino, Italy",ita,,Honors the 4th artillery regiment.
R Copro Truppa Colinial,fales_io_card000621,http://hdl.handle.net/2333.1/z8w9gmtc,still image,,,Italy--Colonies--Africa,Italian military (R Colonial Corps),Postcards,,,,,ita,,Honors the R Colonial Corps. Includes postmark and stamp.
Untitled,fales_io_card000622,http://hdl.handle.net/2333.1/tht76mbg,still image,,,Italy--Colonies--Africa,Italian military (7th regiment),Postcards,,,G. Modiano,"Milan, Italy",ita,,Honors the 7th regiment.
Tripolitalia,fales_io_card000623,http://hdl.handle.net/2333.1/prr4xkv7,still image,,,"Italy--Colonies--Africa/Tripoli, Italy/Pascoli, Giovanni",,Postcards,,,Fototipia Alterocca,"Terni, Italy",ita,"Tripoli, Libya|Benghazi, Libya",Pictures of Italian military installations in Benghazi and Tripoli. Quote from Giovanni Pascoli on the front.
22nd Artiglieria,fales_io_card000624,http://hdl.handle.net/2333.1/k3j9kh0q,still image,,,,Italian military (22nd artillery regiment),Postcards,,,,,ita,,Honors the 22nd artillery regiment.
Gloria All'esercito d'italia,fales_io_card000625,http://hdl.handle.net/2333.1/fbg79ghm,still image,,,,Italian military ,Postcards,,,,,ita,,"Title translates as ""Glory to the army of Italy."""
L'europa nella primavera 1912,fales_io_card000626,http://hdl.handle.net/2333.1/9kd51g0g,still image,,,Italy--Colonies,Italian military,Postcards,,,,,ita,,"Cartoon illustrating the causes of unrest in Europe. Title translates as ""Europe in the Spring 1912."" Includes stamp."
[John Joseph Fiegenschuh],fales_io_card000627,http://hdl.handle.net/2333.1/5tb2rffr,still image,,,"Fiegenschuh, John Joseph",Italian military,Postcards,,,I. Lapina,"Paris, France",ita,,John Fiegenschuh crossing a field with Askari.
Untitled,fales_io_card000628,http://hdl.handle.net/2333.1/2280gdxf,still image,,,,Italian military,Postcards,,,,,ita,,"Italian soldiers, surrounded by family,  departing for war."
Notabile,fales_io_card000629,http://hdl.handle.net/2333.1/x95x6dmn,still image,,,,Ethiopian men,Postcards,,,,,ita,,Non-stereotypical portrait of an Ethiopian.
1st Battaglione Alpino,fales_io_card000630,http://hdl.handle.net/2333.1/sj3txd5v,still image,,,,Italian military (1st Alpine battalion),Postcards,,,,,,,Honors a battle at Monte Raio.
50th Anniversario della Proclamazione del Regno d'Italia,fales_io_card000631,http://hdl.handle.net/2333.1/nvx0k98w,still image,,,Italy-- Colonies,,Postcards,,,,,ita,,"Honors the anniversary of the proclamation of the Reign of Italy, 1861-1911."
Untitled,fales_io_card000632,http://hdl.handle.net/2333.1/j3tx98tz,still image,,,,Ethiopian woman,Postcards,,,Alfredo Carvaggio,"Milan, Italy",ita,,"Non-stereotypical portrait of an Ethiopian girl.  Postmark, stamp, address on back."
Untitled,fales_io_card000633,http://hdl.handle.net/2333.1/dbrv189t,still image,,,,Stereotypes,Postcards,,,Andrea Brignone,"Palermo, Italy",ita,,Italian soldier hand offering a uniform and rifle to an unclothed African.
Gli Askari alla Battaglia di Zanzur,fales_io_card000634,http://hdl.handle.net/2333.1/8kprr7r3,still image,,,"Italy--Colonies--Africa|Turco-Italian War, 1911-1912",Battle of Zanzur/Italian military,Postcards,,,A. Scrocchi,"Milan, Italy",ita,"Zanzur, Libya",Askari at the 1912 Battle of Zanzur.  Includes postmark and address.
