id,collection,contributor.author,coverage.spatial,coverage.spatial,date.issued,description,identifier.citation,identifier.uri,publisher.place.EN,publisher.place,publisher,rights,subject,subject,title
"35103","2451/33605","Rustagi, Preet",,"South Asia||India||Goa||Gujarat||Maharashtra||Madhya Pradesh||Chattisgarh","2005","""In this paper the diverse dimensions of gender development are examined using individual indicators for the districts of the western region of India. The western region for the purpose of this study covers the five states of Goa, Gujarat, Maharashtra, Madhya Pradesh and Chattisgarh. Using a selected set of indicators, the levels of women’s development in demographic, educational, health-related, socio-cultural and economic spheres are identified. The methodology used is a simple ranking exercise that highlights relative levels of development or backwardness.""","http://www.cwds.ac.in/OCPaper/WesternRegionReport.pdf","http://hdl.handle.net/2451/34252",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women in development -- India||Women in development -- India -- Statistics||Women in development||Education||Health||Socio-cultural||Economic","Regional analysis of gender-related development: districts of western India"
"35104","2451/33605","Rustagi, Preet",,"South Asia||India||Assam||Bihar||Jharkhand||Orissa||West Bengal","2002","""The present study examines the status of women in the districts of the five eastern states of Assam, Bihar, Jharkhand, Orissa and West Bengal using selected demographic, educational, socio-cultural, health-related and economic indicators. Relative levels of gender development or backwardness is assessed both for rural and urban locations based on a ranking exercise. The emerging regional patterns throw light on complex dimensions of gender equality/inequality and opens up avenues for formulation of hypotheses for detailed examination as well as policy intervention.""","http://www.cwds.ac.in/OCPaper/EasternRegionReport.pdf","http://hdl.handle.net/2451/34253",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women in development -- India||Women in development -- India -- Statistics||Women in development||Education||Socio-cultural||Health||Economic","Gender development indicators: district level analysis for the eastern region"
"35107","2451/33605","Rustagi, Preet",,"South Asia||India","2000","""This paper is divided into seven sections. After the introduction, the second section deals with some of the debates and measures of development indicators. Section three presents the methodology, objectives and scope of the study. The fourth section discusses the selected indicators along with a state level analysis of each of them. A detailed presentation of district-wise data analysis is undertaken in the fifth section under specific sub-heads of demographic, educational, health, sociocultural and economic indicators. The main findings are presented in the sixth section. Some concluding remarks, including directions for further explorations and limitations of the present study are provided in the last section.""","http://www.cwds.ac.in/OCPaper/GDIPreetRustagi.pdf","http://hdl.handle.net/2451/34254",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women in development -- India||Women in development||Equality||Socio-cultural||Economy","Gender development indicators: issues, debates and ranking of districts"
"35109","2451/33605","Hussain, Sabiha",,"South Asia||India","1999","""The stereotyped image of Muslim women as educationally backward and their being non-responsive to social change etc. seems to be an exaggerated perception which has been the staple of mainstream academics and media projections. There is no doubt that more research is needed in this area, particularly in the present context of rapid socio-economic and political change, and the impact of this on women. We as social scientists need to develop new approaches and methodologies to study the problem of Muslim women in India who are a minority within a minority. The approach should not merely focus on the narrow textual aspects of religion, nor even on the narrowly economic but a holistic approach wherein the economic, social, religio-culural, historical and political strands are brought together. At the same time, micro studies are needed to see the impact of wider macro-processes and structures and the varying responses of the Muslim community, including its women to these changes The challenge for social scientists is to simultaneously see the commonality of the problems of Muslim women with the rest of Indian women as well as the specificity of their situation. This calls for a sensitive understanding of the historical and political context and location within which Indian Muslim women are placed.""","http://www.cwds.ac.in/OCPaper/BreakingStereotypesSabiha.pdf","http://hdl.handle.net/2451/34255",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Muslim women -- India -- Darbhanga||Muslim women -- India -- Darbhanga -- Social conditions||Muslim women||Muslim women -- Social conditions","Breaking stereotypes: two generations of Muslim women"
"35110","2451/33605","Mazumdar, Vina",,"South Asia||India","1998","""My attempts in the last quarter of a century to unravel the complex relationship between the processes of nation building and changes in women’s status has driven me to the conclusion that Jawaharlal, along with most other Indian nationalists - of the right, centre or left, men or women, - never understood the political significance of gender equality in India’s nation building process.""","http://www.cwds.ac.in/OCPaper/UnfulfilledVM.pdf","http://hdl.handle.net/2451/34256",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Government policy -- India||Political and social views||Women -- Government policy","An unfulfilled or a blurred vision?: Jawaharlal Nehru and Indian women"
"35111","2451/33605","Jassal, Smita Tewari",,"South Asia||India","1998","""Our point of departure is the legislative impact on a localized agrarian structure within defined geographical limits and a delimited time-span. With special focus on the Awadh Taluqdari Succession Act of 1869, the paper is concerned with the sociological analysis of court and archival data drawn from the Faizabad district covering the period from 1869-1920s. In subjecting the historical and empirical evidence to closer scrutiny, we propose to highlight both the intended and unintended consequences of the legislation particularly for women. The article draws on rich empirical evidence from ruling families on matters relating to descent and clan membership, affinal links and kinship ties to explore whether or not the Act represented a complete rupture and the extent of which it was a modification of existing tendencies. To what extent was the flexibility of traditions and customs eroded and what were the strains' created in the process? In this sense the article explores the continuities and breaks with the past.""","http://www.cwds.ac.in/OCPaper/customlandownership-smita.pdf","http://hdl.handle.net/2451/34257",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- India -- Social conditions||Women -- Social conditions","Custom, landownership and women: a colonial legislation in North India"
"35112","2451/33605","Sharma, Kumud",,"South Asia||India","1998","""Democratisation and representative institutions while setting the terms for citizen's participation, also provide the framework for political activity. Inequalities that characterise our social structure and qualify the notion of 'political equality' are an important part of any agenda for democratisation. The agenda of the women's movement spans the entire range of issues from the redistribution of resources, time and responsibilities at home, to changes in the electoral process, parliamentary democracy, representation and women's political engagement with democratic institutions. The social agenda hidden in the demand for political representation of women and the larger struggle for equalising opportunities continues to pose a challenge to institutions of democracy. The process of democratisation has been resisted by the changing dynamics of class, caste and gender relations pursuing their different and at times conflicting interests.""","http://www.cwds.ac.in/OCPaper/PowervsRepresentation-Kumud.pdf","http://hdl.handle.net/2451/34258",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women's rights||Women -- India -- Social conditions||Women's rights -- India||Women -- Social conditions","Power vs. representation: feminist dilemmas, ambivalent state and the debate on reservation for women in India"
"35114","2451/33605","Karlekar, Malavika",,"South Asia||India","1998","""Most official documents in the fifty years of India's independence have, with 'varying degrees of candour, admitted to limited success in bridging the gap in the population's access to basic rights such as education, health, nutrition, housing, sanitation and so on. Nor has civil society been silent on the declining role of the State: for instance, from 1975 onwards, the women's movement has drawn attention to certain negative socio-economic trends and how these affect the status of women and children. The many voices from the women's movement as well as from other broad-based people's movements fractures the, discourse on liberalisation by providing counterpoints and critical appraisals of avowed promises and preferred solutions. Accordingly, this paper examines the health sector with a view to highlighting myopic policies and faulty implementation strategies. By doing so we hope to contribute to an alternative discourse, one which questions the votaries of liberalisation, their expectations of the market, trickle-down theories of development and naive belief that the social sector can take care of itself.""","http://www.cwds.ac.in/OCPaper/WomenandEconomicReforminIndia.pdf","http://hdl.handle.net/2451/34259",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Health and hygiene -- India||Women's health services -- India||Women -- India -- Economic conditions||Women -- Economic conditions||Women -- Health and hygiene||Women's health services","Women and economic reform in India: a case study from the health sector"
"35115","2451/33605","Kasturi, Leela",,"South Asia||India","1995","""In this paper, I propose to give an overview of various aspects of women's status by relating it to succeeding waves of the women's movement with the help of three seminal documents which span a period of over fifty years (1940-92) and perhaps four generations of women. Set in three historical periods-pre-independence, post-independence, and post-1975, the documents roughly chart women's progress and/or regression over time, and articulate the hopes and demands of women. The first of these is the Report of the Sub-Committee on 'Woman's Role in Planned Economy' (1947); the second is the Report of the Committee on the Status of Women in India (Government of India, 1974), and the third is the National Perspective Plan for Women, A Perspective Plan the Women's Movement (1988).""","http://www.cwds.ac.in/OCPaper/DevelopmentPatriarchyandPolitics.pdf","http://hdl.handle.net/2451/34260",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Political activity -- India||Women in development -- India||Women -- Legal status, laws, etc. -- India||Women in development||Women -- Legal status, laws, etc||Women -- Political activity","Development, patriarchy, and politics: Indian women in the political process, 1947-1992"
"35116","2451/33605","Mazumdar, Vina",,"South Asia||India","1994","""This paper examines the introduction, spread and impact of amniocentesis (and more recently other sex-selection technologies) in India roughly since the mid-70s, to isolate the key actors, the driving forces of propulsion, and the historical context for the phenomenon of female foeticide following such tests. An attempt is made to demystify the runaway spread of the practice by comparing it with the emergence of female infanticide, also within the last two decades, in a region and a community with no previous history of such a practice. The two stories are presented as manifestations of the same process - though some of the actors are widely different - in terms of class. culture, ethnic traditions, gender role history, population, geography and exposure to debates on reproductive rights, freedom and the autonomy of choice. In the last section, some questions are raised on these philosophical concepts and their social implications.""","http://www.cwds.ac.in/OCPaper/AmniocentesisVM.pdf","http://hdl.handle.net/2451/34261",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Family planning||Amniocentesis -- India||Sex preselection||Sex of children, Parental preferences for -- India||Amniocentesis||Sex of children, Parental preferences for||Sex preselection","Amniocentesis and sex selection"
"35117","2451/33605","Karlekar, Malavika",,"South Asia||India","1993","""A decade and a half after the International Women's Year is not too early for some enquiry and introspection into what, for lack of a better phrase, have been the gains and losses. Any such assessment can be pitched at various levels - Individual, collective or Institutional and of course viewed from a range of perspectives. This essay is an account of a personal as well as an intellectual journey. Beginning with a brief overview of an understanding of women's studies, the paper goes on to a more personalized description of my involvement in this area of research and activism.""","http://www.cwds.ac.in/OCPaper/FieldworkerinWomen.pdf","http://hdl.handle.net/2451/34262",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women's studies -- India||Ethnologists -- India -- Biography||Women ethnologists -- India -- Biography||Women -- India -- Social conditions||Women's studies -- India -- Biographical methods","A fieldworker in women's studies"
"35119","2451/33605","Karlekar, Malavika",,"South Asia||India","1989","""This paper will look at how difference as inequality has led to gender differences in the use of education. I will then present a case study of one of the first Bengali women to write her autobiography; if Kailashbashini’s life appears incongruous at the end of a litany of injustices it is only to prove that difference as a value can-and did-put down early roots in a hostile environment. Acknowledging her subordinate position in a male dominated society. Kailashbashini used the skills of literacy effectively. The wife of a Bengali official with reformist tendencies was taught to read and write by her husband. In time, she described in great detail her life; her powerfully reasoned arguments only proved that those regarded as unequal and subordinate could in fact match many in their logic and rationality. Here, the informal, self-taught skills of literacy equipped Kailashbashini to express herself, her pain and her hopes through a long life. The therapeutic value of such an exercise can not be underestimated in a highly segregated, hierarchical society. However, before going further into the role of literacy in facilitating individual self-expression, it is necessary to explore further the relationship between difference and inequality. For it is against this backdrop that the former acquires a particular significance and relevance.""","http://www.cwds.ac.in/OCPaper/SlowTransitionMK.pdf","http://hdl.handle.net/2451/34263",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Education -- India||Women -- India -- Social conditions||Women -- Education||Women -- Social conditions||Women's role||Women's status||Aims of education||Education of women||Education","The slow transition from womanhood to personhood: can education help?"
"35120","2451/33605","Mazumdar, Vina",,"South Asia||India","1989","""The papers prepared for the Mount Holyoke Conference present a refreshing advance in approaches to women and education. Most of them examine the historical context of modern educational development. Some highlight the impact of colonial rule and the encounter with western cultures and knowledge systems, while a few go back to an earlier past to search for religious, cultural or other influences that determined the perception of gender roles by the dominant section of their societies which eventually flowed into the modern systems of education.""","http://www.cwds.ac.in/OCPaper/GenderIssuesVM.pdf","http://hdl.handle.net/2451/34264",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Education -- Asia||Educational equalization -- Asia||Educational equalization||Women -- Education||Women -- Education -- India||Educational development||Women's status","Gender issues and educational development: an overview from Asia"
"35121","2451/33605","Sharma, Kumud",,"South Asia||India","1989","""The basic contention of this study is that there are close links between forestry, agriculture, food production and water resource management system. However, the macro policies, relating to the management and use of these resources and compartmentalized approaches to agriculture, forestry, common resources and management of India's major river systems, have led to increasing marginalization of people from the poorer households and casualisation of labour. These processes have destroyed their life support systems and alienated them from their resource base without creating viable, alternative livelihood systems.""","http://www.cwds.ac.in/OCPaper/NaturalResourcesManagementKumudSharma.pdf","http://hdl.handle.net/2451/34265",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Conservation of natural resources -- India||Women in development -- India||Humanvermögen -- Frauenerwerbstätigkeit -- Diskriminierung -- Armut -- Indien||Conservation of natural resources||Women in development||Poor women -- India||Rural women -- India||Natural resources -- India||Natural resources||Poor women||Rural women","National policies for natural resources management marginalization of poor rural women"
"35122","2451/33605","Mazumdar, Vina",,"South Asia||India","1988","""To fellow educators who have assembled here from different countries to discuss the future role of education in achieving gender equality, I have two messages from millions of rural women of my country, and I believe, from many other parts of the world. The first is to recognise and support their collective struggle for human survival, including their own, against the destruction of their productive base, land, water, forests and other natural resources by types of development that are planned far away from them, by people and agencies they are not aware of, and through the use or misuse of knowledge power which has been kept away from them by a process of historical change that has increased their powerlessness, and deprivation.""","http://www.cwds.ac.in/OCPaper/Education&RDVM.pdf","http://hdl.handle.net/2451/34266",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Rural women -- Education -- India||Women -- Education -- India||Rural women -- Education||Women -- Education","Education and rural women: towards an alternative perspective"
"35123","2451/33605","Sarkar, Lotika",,"South Asia||India","1986","""The cases show that the Judiciary has not been consistent in upholding the fundamental right of equality of the sexes or the right to equal opportunity but on the whole in most cases when approached it has tried to uphold the right of the woman in this field. But how many women faced with similar situations are bale to seek redress from the Court? Constant vigilance is therefore required and the right of the aggrieved person to approach concerned organisations should be recognised and the organisations given locus standi to bring the complaint. Otherwise the Constitutional right given to the women and which had been hailed by many will remain only on paper.""","http://www.cwds.ac.in/OCPaper/constitutionalLS.pdf","http://hdl.handle.net/2451/34267",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Women -- Legal status, laws, etc. -- India||Women (Hindu law)||Women's rights -- India||Sex discrimination against women -- India||Women -- India -- Social conditions||Sex discrimination against women||Women -- Legal status, laws, etc||Women -- Social conditions||Women's rights","Constitutional guarantees: the unequal sex"
"35124","2451/33605","Jhurani, Kamlesh",,"South Asia||India||Punjab","1985","""As some of the employment generation projects are compelled to go in for mechanisation to some extent, this necessitates continuous exploration of markets for sustained employment and it is for the intervening agency to guide and these women to work in this direction. While working towards goals of social consciousness along with income generation, there must be a blend of ideological goals, organisational goals and business values.""","http://www.cwds.ac.in/OCPaper/WomenParticipationKamlesh.pdf","http://hdl.handle.net/2451/34268",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Women in development -- India -- Punjab||Women's rights -- India -- Punjab||Rural women -- India -- Punjab -- Social conditions||Sex discrimination against women -- India -- Punjab||Rural women -- Social conditions||Sex discrimination against women||Women in development||Women's rights","Women participation and development: a case study from rural Punjab"
"35125","2451/33605","Banerjee, Narayan K.",,"South Asia||India||West Bengal","1985","""Employment generation for themselves through Organisation is only one of the objectives of the Samitis. This was a critical need of the women and therefore received the priority. But the Samitis have other committed objectives and other broader objectives. To fulfill these objectives, the CWDS feels that frequent education through group discussion, rural camps, inter-group visits are necessary. This process is also expected to strengthen their perception about their economic independence, values of collective strength and to weaken the sources of intra-familial and intra-community oppression.""","http://www.cwds.ac.in/OCPaper/WomenParticipationandDevelopment.pdf","http://hdl.handle.net/2451/34269",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women in development -- India -- West Bengal -- Case studies||Rural women -- India -- West Bengal||Frauenbewegung -- Entwicklung -- West Bengal||Rural women||Women in development||Frauenemanzipation","Women, participation and development: a case study from West Bengal"
"35127","2451/33605","Kabeer, Naila",,"South Asia||India","2007","""The structure of the paper is as follows. In Section 2, I sketch out some of the main factors behind both the feminisation of labour markets across the world as well as the concentration of women workers in the more casualised segments of the global economy. Section 3 discusses the consequences of these processes of commodification for women themselves and for their relationships with dominant members of their families. It suggests that it is in the particular context of marriage that women’s entry into paid work has had the greatest repercussions but these ramifications have spilt over into family relationships more generally. Sections 4 and 5 track some of the ways in which these ramifications have played out in the global economy, generating new forces of supply and demand in the labour market as well as further changes in the meanings and experiences of marriage, motherhood and masculinity for different groups of men and women. Finally Section 6 draws out some of the theoretical and policy challenges posed by the analysis.""","http://www.cwds.ac.in/JPNaik/18JPNaikReport.pdf","http://hdl.handle.net/2451/34270",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Employment -- Developing countries||Sexual division of labor -- Developing countries||Women -- Developing countries -- Social conditions||Globalization -- Social aspects -- Developing countries||Globalization -- Social aspects||Sexual division of labor||Women -- Employment||Women -- Social conditions","Marriage, motherhood and masculinity in the global economy: the emerging crisis in social reproduction"
"35128","2451/33605","Thapar, Romila",,"South Asia||India","2006","""What is sometimes constructed as community, tradition and identity, with the claim of historical legitimacy, is often invalidated by history. So when we look at the past for an identity, and we do this regularly in many walks of life, the search has to be realistic. I would like to argue that it is not feasible for us to maintain that there was in the early historical past a single identity for the Indian woman, as is frequently maintained, and that this became what we call the traditional identity. Indian women had diverse identities as they do to this day. The point is to understand why there were social differences and how these were treated.""","http://www.cwds.ac.in/JPNaik/17JPNaikReport.pdf","http://hdl.handle.net/2451/34271",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- India -- Social conditions||Women -- India -- History||Women||Women -- Social conditions","Selecting identities from the past"
"35129","2451/33605","Baxi, Upendra",,"South Asia||India","2003","""In this conversation, I wish to trace with you some connections between memory and
power.""","http://www.cwds.ac.in/JPNaik/15JPNaikReport.pdf","http://hdl.handle.net/2451/34272",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women's studies -- India||Victims of violent crimes -- India||Victims of violent crimes","Memory and rightlessness"
"35131","2451/33605","Gopalan, C",,"South Asia||India","1990","""In recent years, thanks to the efforts of several voluntary agencies, there has been a growing national awareness of the deficiencies in our health and education systems, as also of the enormity of the deprivation discrimination to which our women are subjected to. If this awareness is channelized in constructive directions that could promote reappraisal of our present strategies and a reordering of the existing systems, the country will stand greatly benefited. The time has come for an honest, in-depth examination of the factors that underlie (1) the Poor out-reach of basic primary health-care to our rural masses despite impressive investments in our Public Health System; (2) the persistent high rates of female illiteracy in most parts of the country despite a vast programme of Primary Education, and (3) the shockingly poor status of large sections of Women of our society, both within the family and in the community at large. Fortunately, we already have some indication that the need for such reappraisal is now being widely recognised The National Perspective Plan for Women Report is welcome indication that, at the highest levels of our Government, it is now being openly recognised (and publicly owned) that our efforts a upliftment of the status of women during the last forty years after independence, have been inadequate and that new initiatives are now needed-this, despite the fact that we may not agree with all the 'solutions' suggested in that report.""","http://www.cwds.ac.in/JPNaik/7JPNaikReport.pdf","http://hdl.handle.net/2451/34273",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Delivery of Health Care -- trends -- India||Socioeconomic Factors -- India||Women's Health -- India||Women -- Health and hygiene -- India||Women -- Services for -- India||Health education of women -- India||Health education of women||Women -- Health and hygiene||Women -- Services for","The role of women in a new health order"
"35133","2451/33605","Swaminathan, M.S.",,"South Asia||India","1985","""When I received the invitation to deliver this lecture, I accepted it immediately because of the opportunity the occasion will provide to recall the message and meaning of J.P.’s life and work. J.P.’s interests were many and varied and picking one theme out of the many with which he was emotionally and intellectually connected, for treatment at this first lecture instituted in his memory became difficult. I finally chose the role of education and research in enhancing rural women’s income and thereby the happiness of economically poor households because this is a topic which J.P. and I had discussed on several occasions. Also, it is my conviction that only when women are enabled to participated in an equal measure with men in national development that effective remedies can be found for the major socio-economic maladies facing our country such as rapid population growth, under the mal-nutrition leading to a possible stunting of physical and mental development in children, under and unemployment and extensive eco-destruction.""","http://www.cwds.ac.in/JPNaik/1JPNaikReport.pdf","http://hdl.handle.net/2451/34274",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Rural women -- Education -- India||Rural women -- Employment -- India||Rural women -- India -- Social conditions||Women in rural development -- India||Rural women -- Education||Rural women -- Employment||Rural women -- Social conditions||Women in rural development","The role of education and research in enhancing rural women's income and household happiness"
